,day,day_str,hour,hour_str,is_eight,is_eighteen,is_nine,is_seventeen,minute,minute_str,vehicle_model0,vehicle_model1,vehicle_model2,vehicle_model3,vehicle_model4,vehicle_model5,volume0,volume1,volume2,volume3,volume4,volume5,week,week_str,weekend,y,volume5_0,volume5_1,volume5_2,volume5_3
136,27,27D,23,23H,0,0,0,0,40,40M,49.0,33.0,40.0,32.0,18.0,26.0,39.0,26.0,26.0,20.0,16.0,12.0,1,1W,0,3.0,3.0,6.0,2.0,20.0
137,28,28D,0,0H,0,0,0,0,0,0M,33.0,40.0,32.0,18.0,26.0,10.0,26.0,26.0,20.0,16.0,12.0,4.0,2,2W,0,7.0,6.0,10.0,6.0,7.0
138,28,28D,0,0H,0,0,0,0,20,20M,40.0,32.0,18.0,26.0,10.0,3.0,26.0,20.0,16.0,12.0,4.0,3.0,2,2W,0,5.0,4.0,4.0,5.0,11.0
139,28,28D,0,0H,0,0,0,0,40,40M,32.0,18.0,26.0,10.0,3.0,8.0,20.0,16.0,12.0,4.0,3.0,7.0,2,2W,0,16.0,12.0,14.0,10.0,12.0
140,28,28D,1,1H,0,0,0,0,0,0M,18.0,26.0,10.0,3.0,8.0,5.0,16.0,12.0,4.0,3.0,7.0,5.0,2,2W,0,10.0,20.0,8.0,11.0,6.0
141,28,28D,1,1H,0,0,0,0,20,20M,26.0,10.0,3.0,8.0,5.0,35.0,12.0,4.0,3.0,7.0,5.0,16.0,2,2W,0,9.0,8.0,7.0,8.0,7.0
142,28,28D,1,1H,0,0,0,0,40,40M,10.0,3.0,8.0,5.0,35.0,22.0,4.0,3.0,7.0,5.0,16.0,10.0,2,2W,0,7.0,5.0,8.0,9.0,7.0
143,28,28D,2,2H,0,0,0,0,0,0M,3.0,8.0,5.0,35.0,22.0,10.0,3.0,7.0,5.0,16.0,10.0,9.0,2,2W,0,5.0,8.0,6.0,5.0,4.0
144,28,28D,2,2H,0,0,0,0,20,20M,8.0,5.0,35.0,22.0,10.0,8.0,7.0,5.0,16.0,10.0,9.0,7.0,2,2W,0,4.0,6.0,2.0,7.0,6.0
145,28,28D,2,2H,0,0,0,0,40,40M,5.0,35.0,22.0,10.0,8.0,13.0,5.0,16.0,10.0,9.0,7.0,5.0,2,2W,0,9.0,7.0,5.0,4.0,6.0
146,28,28D,3,3H,0,0,0,0,0,0M,35.0,22.0,10.0,8.0,13.0,13.0,16.0,10.0,9.0,7.0,5.0,4.0,2,2W,0,6.0,5.0,10.0,5.0,10.0
147,28,28D,3,3H,0,0,0,0,20,20M,22.0,10.0,8.0,13.0,13.0,21.0,10.0,9.0,7.0,5.0,4.0,9.0,2,2W,0,12.0,8.0,8.0,9.0,6.0
148,28,28D,3,3H,0,0,0,0,40,40M,10.0,8.0,13.0,13.0,21.0,11.0,9.0,7.0,5.0,4.0,9.0,6.0,2,2W,0,13.0,9.0,5.0,8.0,5.0
149,28,28D,4,4H,0,0,0,0,0,0M,8.0,13.0,13.0,21.0,11.0,29.0,7.0,5.0,4.0,9.0,6.0,12.0,2,2W,0,9.0,7.0,6.0,13.0,6.0
150,28,28D,4,4H,0,0,0,0,20,20M,13.0,13.0,21.0,11.0,29.0,45.0,5.0,4.0,9.0,6.0,12.0,13.0,2,2W,0,7.0,6.0,11.0,10.0,10.0
151,28,28D,4,4H,0,0,0,0,40,40M,13.0,21.0,11.0,29.0,45.0,22.0,4.0,9.0,6.0,12.0,13.0,9.0,2,2W,0,14.0,16.0,7.0,7.0,16.0
152,28,28D,5,5H,0,0,0,0,0,0M,21.0,11.0,29.0,45.0,22.0,20.0,9.0,6.0,12.0,13.0,9.0,7.0,2,2W,0,22.0,11.0,7.0,11.0,14.0
153,28,28D,5,5H,0,0,0,0,20,20M,11.0,29.0,45.0,22.0,20.0,26.0,6.0,12.0,13.0,9.0,7.0,14.0,2,2W,0,22.0,16.0,13.0,15.0,11.0
154,28,28D,5,5H,0,0,0,0,40,40M,29.0,45.0,22.0,20.0,26.0,43.0,12.0,13.0,9.0,7.0,14.0,22.0,2,2W,0,19.0,6.0,9.0,6.0,10.0
155,28,28D,6,6H,0,0,0,0,0,0M,45.0,22.0,20.0,26.0,43.0,35.0,13.0,9.0,7.0,14.0,22.0,22.0,2,2W,0,30.0,4.0,6.0,5.0,14.0
156,28,28D,6,6H,0,0,0,0,20,20M,22.0,20.0,26.0,43.0,35.0,28.0,9.0,7.0,14.0,22.0,22.0,19.0,2,2W,0,49.0,10.0,8.0,7.0,28.0
157,28,28D,6,6H,0,0,0,0,40,40M,20.0,26.0,43.0,35.0,28.0,46.0,7.0,14.0,22.0,22.0,19.0,30.0,2,2W,0,50.0,12.0,10.0,12.0,36.0
158,28,28D,7,7H,0,0,0,0,0,0M,26.0,43.0,35.0,28.0,46.0,56.0,14.0,22.0,22.0,19.0,30.0,49.0,2,2W,0,91.0,20.0,12.0,17.0,41.0
159,28,28D,7,7H,0,0,0,0,20,20M,43.0,35.0,28.0,46.0,56.0,91.0,22.0,22.0,19.0,30.0,49.0,50.0,2,2W,0,74.0,35.0,26.0,32.0,75.0
160,28,28D,7,7H,0,0,0,0,40,40M,35.0,28.0,46.0,56.0,91.0,123.0,22.0,19.0,30.0,49.0,50.0,91.0,2,2W,0,104.0,56.0,20.0,28.0,78.0
161,28,28D,8,8H,1,0,0,0,0,0M,28.0,46.0,56.0,91.0,123.0,86.0,19.0,30.0,49.0,50.0,91.0,74.0,2,2W,0,128.0,50.0,22.0,41.0,84.0
162,28,28D,8,8H,1,0,0,0,20,20M,46.0,56.0,91.0,123.0,86.0,108.0,30.0,49.0,50.0,91.0,74.0,104.0,2,2W,0,137.0,41.0,33.0,42.0,95.0
163,28,28D,8,8H,1,0,0,0,40,40M,56.0,91.0,123.0,86.0,108.0,155.0,49.0,50.0,91.0,74.0,104.0,128.0,2,2W,0,104.0,60.0,35.0,49.0,122.0
164,28,28D,9,9H,0,0,1,0,0,0M,91.0,123.0,86.0,108.0,155.0,153.0,50.0,91.0,74.0,104.0,128.0,137.0,2,2W,0,111.0,45.0,40.0,68.0,126.0
165,28,28D,9,9H,0,0,1,0,20,20M,123.0,86.0,108.0,155.0,153.0,116.0,91.0,74.0,104.0,128.0,137.0,104.0,2,2W,0,121.0,64.0,50.0,50.0,77.0
166,28,28D,9,9H,0,0,1,0,40,40M,86.0,108.0,155.0,153.0,116.0,124.0,74.0,104.0,128.0,137.0,104.0,111.0,2,2W,0,136.0,58.0,41.0,41.0,49.0
167,28,28D,10,10H,0,0,0,0,0,0M,108.0,155.0,153.0,116.0,124.0,141.0,104.0,128.0,137.0,104.0,111.0,121.0,2,2W,0,109.0,65.0,42.0,52.0,55.0
168,28,28D,10,10H,0,0,0,0,20,20M,155.0,153.0,116.0,124.0,141.0,170.0,128.0,137.0,104.0,111.0,121.0,136.0,2,2W,0,89.0,45.0,49.0,44.0,53.0
169,28,28D,10,10H,0,0,0,0,40,40M,153.0,116.0,124.0,141.0,170.0,117.0,137.0,104.0,111.0,121.0,136.0,109.0,2,2W,0,110.0,50.0,50.0,58.0,36.0
170,28,28D,11,11H,0,0,0,0,0,0M,116.0,124.0,141.0,170.0,117.0,116.0,104.0,111.0,121.0,136.0,109.0,89.0,2,2W,0,88.0,35.0,47.0,53.0,57.0
171,28,28D,11,11H,0,0,0,0,20,20M,124.0,141.0,170.0,117.0,116.0,129.0,111.0,121.0,136.0,109.0,89.0,110.0,2,2W,0,91.0,58.0,55.0,56.0,37.0
172,28,28D,11,11H,0,0,0,0,40,40M,141.0,170.0,117.0,116.0,129.0,98.0,121.0,136.0,109.0,89.0,110.0,88.0,2,2W,0,78.0,31.0,55.0,56.0,32.0
173,28,28D,12,12H,0,0,0,0,0,0M,170.0,117.0,116.0,129.0,98.0,116.0,136.0,109.0,89.0,110.0,88.0,91.0,2,2W,0,87.0,47.0,54.0,45.0,27.0
174,28,28D,12,12H,0,0,0,0,20,20M,117.0,116.0,129.0,98.0,116.0,88.0,109.0,89.0,110.0,88.0,91.0,78.0,2,2W,0,89.0,33.0,29.0,41.0,32.0
175,28,28D,12,12H,0,0,0,0,40,40M,116.0,129.0,98.0,116.0,88.0,113.0,89.0,110.0,88.0,91.0,78.0,87.0,2,2W,0,102.0,34.0,47.0,56.0,45.0
176,28,28D,13,13H,0,0,0,0,0,0M,129.0,98.0,116.0,88.0,113.0,118.0,110.0,88.0,91.0,78.0,87.0,89.0,2,2W,0,104.0,44.0,58.0,51.0,42.0
177,28,28D,13,13H,0,0,0,0,20,20M,98.0,116.0,88.0,113.0,118.0,114.0,88.0,91.0,78.0,87.0,89.0,102.0,2,2W,0,101.0,37.0,46.0,61.0,38.0
178,28,28D,13,13H,0,0,0,0,40,40M,116.0,88.0,113.0,118.0,114.0,128.0,91.0,78.0,87.0,89.0,102.0,104.0,2,2W,0,95.0,57.0,57.0,57.0,44.0
179,28,28D,14,14H,0,0,0,0,0,0M,88.0,113.0,118.0,114.0,128.0,138.0,78.0,87.0,89.0,102.0,104.0,101.0,2,2W,0,103.0,54.0,56.0,67.0,41.0
180,28,28D,14,14H,0,0,0,0,20,20M,113.0,118.0,114.0,128.0,138.0,111.0,87.0,89.0,102.0,104.0,101.0,95.0,2,2W,0,110.0,90.0,60.0,45.0,51.0
181,28,28D,14,14H,0,0,0,0,40,40M,118.0,114.0,128.0,138.0,111.0,121.0,89.0,102.0,104.0,101.0,95.0,103.0,2,2W,0,89.0,54.0,72.0,58.0,53.0
182,28,28D,15,15H,0,0,0,0,0,0M,114.0,128.0,138.0,111.0,121.0,133.0,102.0,104.0,101.0,95.0,103.0,110.0,2,2W,0,91.0,47.0,59.0,53.0,43.0
183,28,28D,15,15H,0,0,0,0,20,20M,128.0,138.0,111.0,121.0,133.0,97.0,104.0,101.0,95.0,103.0,110.0,89.0,2,2W,0,97.0,38.0,85.0,59.0,54.0
184,28,28D,15,15H,0,0,0,0,40,40M,138.0,111.0,121.0,133.0,97.0,120.0,101.0,95.0,103.0,110.0,89.0,91.0,2,2W,0,88.0,39.0,65.0,47.0,48.0
185,28,28D,16,16H,0,0,0,0,0,0M,111.0,121.0,133.0,97.0,120.0,114.0,95.0,103.0,110.0,89.0,91.0,97.0,2,2W,0,105.0,47.0,61.0,66.0,46.0
186,28,28D,16,16H,0,0,0,0,20,20M,121.0,133.0,97.0,120.0,114.0,92.0,103.0,110.0,89.0,91.0,97.0,88.0,2,2W,0,97.0,44.0,52.0,78.0,49.0
187,28,28D,16,16H,0,0,0,0,40,40M,133.0,97.0,120.0,114.0,92.0,119.0,110.0,89.0,91.0,97.0,88.0,105.0,2,2W,0,45.0,58.0,70.0,76.0,46.0
188,28,28D,17,17H,0,0,0,1,0,0M,97.0,120.0,114.0,92.0,119.0,109.0,89.0,91.0,97.0,88.0,105.0,97.0,2,2W,0,31.0,53.0,63.0,86.0,45.0
189,28,28D,17,17H,0,0,0,1,20,20M,120.0,114.0,92.0,119.0,109.0,46.0,91.0,97.0,88.0,105.0,97.0,45.0,2,2W,0,37.0,48.0,73.0,44.0,46.0
190,28,28D,17,17H,0,0,0,1,40,40M,114.0,92.0,119.0,109.0,46.0,34.0,97.0,88.0,105.0,97.0,45.0,31.0,2,2W,0,31.0,52.0,63.0,45.0,47.0
191,28,28D,18,18H,0,1,0,0,0,0M,92.0,119.0,109.0,46.0,34.0,43.0,88.0,105.0,97.0,45.0,31.0,37.0,2,2W,0,26.0,77.0,49.0,38.0,35.0
192,28,28D,18,18H,0,1,0,0,20,20M,119.0,109.0,46.0,34.0,43.0,33.0,105.0,97.0,45.0,31.0,37.0,31.0,2,2W,0,24.0,45.0,42.0,46.0,20.0
193,28,28D,18,18H,0,1,0,0,40,40M,109.0,46.0,34.0,43.0,33.0,29.0,97.0,45.0,31.0,37.0,31.0,26.0,2,2W,0,18.0,30.0,56.0,40.0,20.0
194,28,28D,19,19H,0,0,0,0,0,0M,46.0,34.0,43.0,33.0,29.0,30.0,45.0,31.0,37.0,31.0,26.0,24.0,2,2W,0,28.0,18.0,38.0,45.0,20.0
195,28,28D,19,19H,0,0,0,0,20,20M,34.0,43.0,33.0,29.0,30.0,18.0,31.0,37.0,31.0,26.0,24.0,18.0,2,2W,0,26.0,12.0,31.0,32.0,24.0
196,28,28D,19,19H,0,0,0,0,40,40M,43.0,33.0,29.0,30.0,18.0,31.0,37.0,31.0,26.0,24.0,18.0,28.0,2,2W,0,17.0,40.0,37.0,29.0,19.0
197,28,28D,20,20H,0,0,0,0,0,0M,33.0,29.0,30.0,18.0,31.0,29.0,31.0,26.0,24.0,18.0,28.0,26.0,2,2W,0,20.0,37.0,42.0,23.0,19.0
198,28,28D,20,20H,0,0,0,0,20,20M,29.0,30.0,18.0,31.0,29.0,17.0,26.0,24.0,18.0,28.0,26.0,17.0,2,2W,0,24.0,55.0,28.0,32.0,25.0
199,28,28D,20,20H,0,0,0,0,40,40M,30.0,18.0,31.0,29.0,17.0,20.0,24.0,18.0,28.0,26.0,17.0,20.0,2,2W,0,17.0,47.0,35.0,27.0,20.0
200,28,28D,21,21H,0,0,0,0,0,0M,18.0,31.0,29.0,17.0,20.0,26.0,18.0,28.0,26.0,17.0,20.0,24.0,2,2W,0,24.0,51.0,28.0,25.0,15.0
201,28,28D,21,21H,0,0,0,0,20,20M,31.0,29.0,17.0,20.0,26.0,18.0,28.0,26.0,17.0,20.0,24.0,17.0,2,2W,0,11.0,44.0,22.0,28.0,30.0
202,28,28D,21,21H,0,0,0,0,40,40M,29.0,17.0,20.0,26.0,18.0,31.0,26.0,17.0,20.0,24.0,17.0,24.0,2,2W,0,16.0,34.0,23.0,15.0,13.0
203,28,28D,22,22H,0,0,0,0,0,0M,17.0,20.0,26.0,18.0,31.0,12.0,17.0,20.0,24.0,17.0,24.0,11.0,2,2W,0,7.0,39.0,19.0,25.0,18.0
204,28,28D,22,22H,0,0,0,0,20,20M,20.0,26.0,18.0,31.0,12.0,20.0,20.0,24.0,17.0,24.0,11.0,16.0,2,2W,0,9.0,26.0,18.0,21.0,11.0
205,28,28D,22,22H,0,0,0,0,40,40M,26.0,18.0,31.0,12.0,20.0,8.0,24.0,17.0,24.0,11.0,16.0,7.0,2,2W,0,5.0,26.0,16.0,21.0,11.0
206,28,28D,23,23H,0,0,0,0,0,0M,18.0,31.0,12.0,20.0,8.0,10.0,17.0,24.0,11.0,16.0,7.0,9.0,2,2W,0,11.0,20.0,17.0,9.0,8.0
207,28,28D,23,23H,0,0,0,0,20,20M,31.0,12.0,20.0,8.0,10.0,5.0,24.0,11.0,16.0,7.0,9.0,5.0,2,2W,0,20.0,16.0,13.0,12.0,7.0
208,28,28D,23,23H,0,0,0,0,40,40M,12.0,20.0,8.0,10.0,5.0,11.0,11.0,16.0,7.0,9.0,5.0,11.0,2,2W,0,11.0,12.0,10.0,4.0,19.0
209,29,29D,0,0H,0,0,0,0,0,0M,20.0,8.0,10.0,5.0,11.0,28.0,16.0,7.0,9.0,5.0,11.0,20.0,3,3W,0,4.0,4.0,13.0,1.0,13.0
210,29,29D,0,0H,0,0,0,0,20,20M,8.0,10.0,5.0,11.0,28.0,14.0,7.0,9.0,5.0,11.0,20.0,11.0,3,3W,0,9.0,3.0,9.0,6.0,16.0
211,29,29D,0,0H,0,0,0,0,40,40M,10.0,5.0,11.0,28.0,14.0,4.0,9.0,5.0,11.0,20.0,11.0,4.0,3,3W,0,7.0,7.0,9.0,9.0,17.0
212,29,29D,1,1H,0,0,0,0,0,0M,5.0,11.0,28.0,14.0,4.0,9.0,5.0,11.0,20.0,11.0,4.0,9.0,3,3W,0,3.0,5.0,6.0,12.0,5.0
213,29,29D,1,1H,0,0,0,0,20,20M,11.0,28.0,14.0,4.0,9.0,7.0,11.0,20.0,11.0,4.0,9.0,7.0,3,3W,0,6.0,16.0,11.0,6.0,16.0
214,29,29D,1,1H,0,0,0,0,40,40M,28.0,14.0,4.0,9.0,7.0,4.0,20.0,11.0,4.0,9.0,7.0,3.0,3,3W,0,11.0,10.0,2.0,14.0,6.0
215,29,29D,2,2H,0,0,0,0,0,0M,14.0,4.0,9.0,7.0,4.0,20.0,11.0,4.0,9.0,7.0,3.0,6.0,3,3W,0,7.0,9.0,2.0,6.0,9.0
216,29,29D,2,2H,0,0,0,0,20,20M,4.0,9.0,7.0,4.0,20.0,19.0,4.0,9.0,7.0,3.0,6.0,11.0,3,3W,0,4.0,7.0,7.0,10.0,12.0
217,29,29D,2,2H,0,0,0,0,40,40M,9.0,7.0,4.0,20.0,19.0,15.0,9.0,7.0,3.0,6.0,11.0,7.0,3,3W,0,4.0,5.0,8.0,10.0,4.0
218,29,29D,3,3H,0,0,0,0,0,0M,7.0,4.0,20.0,19.0,15.0,10.0,7.0,3.0,6.0,11.0,7.0,4.0,3,3W,0,3.0,4.0,9.0,4.0,8.0
219,29,29D,3,3H,0,0,0,0,20,20M,4.0,20.0,19.0,15.0,10.0,9.0,3.0,6.0,11.0,7.0,4.0,4.0,3,3W,0,7.0,9.0,5.0,8.0,10.0
220,29,29D,3,3H,0,0,0,0,40,40M,20.0,19.0,15.0,10.0,9.0,7.0,6.0,11.0,7.0,4.0,4.0,3.0,3,3W,0,9.0,6.0,9.0,11.0,7.0
221,29,29D,4,4H,0,0,0,0,0,0M,19.0,15.0,10.0,9.0,7.0,12.0,11.0,7.0,4.0,4.0,3.0,7.0,3,3W,0,10.0,12.0,6.0,10.0,8.0
222,29,29D,4,4H,0,0,0,0,20,20M,15.0,10.0,9.0,7.0,12.0,23.0,7.0,4.0,4.0,3.0,7.0,9.0,3,3W,0,10.0,13.0,8.0,14.0,6.0
223,29,29D,4,4H,0,0,0,0,40,40M,10.0,9.0,7.0,12.0,23.0,29.0,4.0,4.0,3.0,7.0,9.0,10.0,3,3W,0,16.0,9.0,7.0,6.0,4.0
224,29,29D,5,5H,0,0,0,0,0,0M,9.0,7.0,12.0,23.0,29.0,16.0,4.0,3.0,7.0,9.0,10.0,10.0,3,3W,0,6.0,7.0,13.0,11.0,10.0
225,29,29D,5,5H,0,0,0,0,20,20M,7.0,12.0,23.0,29.0,16.0,43.0,3.0,7.0,9.0,10.0,10.0,16.0,3,3W,0,5.0,14.0,13.0,20.0,11.0
226,29,29D,5,5H,0,0,0,0,40,40M,12.0,23.0,29.0,16.0,43.0,7.0,7.0,9.0,10.0,10.0,16.0,6.0,3,3W,0,4.0,22.0,6.0,4.0,5.0
227,29,29D,6,6H,0,0,0,0,0,0M,23.0,29.0,16.0,43.0,7.0,6.0,9.0,10.0,10.0,16.0,6.0,5.0,3,3W,0,4.0,22.0,4.0,5.0,2.0
228,29,29D,6,6H,0,0,0,0,20,20M,29.0,16.0,43.0,7.0,6.0,5.0,10.0,10.0,16.0,6.0,5.0,4.0,3,3W,0,9.0,19.0,10.0,9.0,3.0
229,29,29D,6,6H,0,0,0,0,40,40M,16.0,43.0,7.0,6.0,5.0,4.0,10.0,16.0,6.0,5.0,4.0,4.0,3,3W,0,18.0,30.0,13.0,8.0,6.0
230,29,29D,7,7H,0,0,0,0,0,0M,43.0,7.0,6.0,5.0,4.0,12.0,16.0,6.0,5.0,4.0,4.0,9.0,3,3W,0,25.0,49.0,23.0,19.0,10.0
231,29,29D,7,7H,0,0,0,0,20,20M,7.0,6.0,5.0,4.0,12.0,28.0,6.0,5.0,4.0,4.0,9.0,18.0,3,3W,0,30.0,50.0,39.0,24.0,36.0
232,29,29D,7,7H,0,0,0,0,40,40M,6.0,5.0,4.0,12.0,28.0,33.0,5.0,4.0,4.0,9.0,18.0,25.0,3,3W,0,30.0,91.0,44.0,28.0,28.0
233,29,29D,8,8H,1,0,0,0,0,0M,5.0,4.0,12.0,28.0,33.0,36.0,4.0,4.0,9.0,18.0,25.0,30.0,3,3W,0,41.0,74.0,39.0,33.0,40.0
234,29,29D,8,8H,1,0,0,0,20,20M,4.0,12.0,28.0,33.0,36.0,33.0,4.0,9.0,18.0,25.0,30.0,30.0,3,3W,0,48.0,104.0,46.0,35.0,34.0
235,29,29D,8,8H,1,0,0,0,40,40M,12.0,28.0,33.0,36.0,33.0,48.0,9.0,18.0,25.0,30.0,30.0,41.0,3,3W,0,50.0,128.0,49.0,43.0,50.0
236,29,29D,9,9H,0,0,1,0,0,0M,28.0,33.0,36.0,33.0,48.0,51.0,18.0,25.0,30.0,30.0,41.0,48.0,3,3W,0,47.0,137.0,52.0,64.0,58.0
237,29,29D,9,9H,0,0,1,0,20,20M,33.0,36.0,33.0,48.0,51.0,57.0,25.0,30.0,30.0,41.0,48.0,50.0,3,3W,0,40.0,104.0,45.0,71.0,51.0
238,29,29D,9,9H,0,0,1,0,40,40M,36.0,33.0,48.0,51.0,57.0,50.0,30.0,30.0,41.0,48.0,50.0,47.0,3,3W,0,48.0,111.0,48.0,52.0,43.0
239,29,29D,10,10H,0,0,0,0,0,0M,33.0,48.0,51.0,57.0,50.0,43.0,30.0,41.0,48.0,50.0,47.0,40.0,3,3W,0,56.0,121.0,52.0,68.0,52.0
240,29,29D,10,10H,0,0,0,0,20,20M,48.0,51.0,57.0,50.0,43.0,50.0,41.0,48.0,50.0,47.0,40.0,48.0,3,3W,0,51.0,136.0,51.0,66.0,59.0
241,29,29D,10,10H,0,0,0,0,40,40M,51.0,57.0,50.0,43.0,50.0,58.0,48.0,50.0,47.0,40.0,48.0,56.0,3,3W,0,40.0,109.0,47.0,56.0,47.0
242,29,29D,11,11H,0,0,0,0,0,0M,57.0,50.0,43.0,50.0,58.0,54.0,50.0,47.0,40.0,48.0,56.0,51.0,3,3W,0,39.0,89.0,52.0,70.0,49.0
243,29,29D,11,11H,0,0,0,0,20,20M,50.0,43.0,50.0,58.0,54.0,46.0,47.0,40.0,48.0,56.0,51.0,40.0,3,3W,0,41.0,110.0,36.0,54.0,43.0
244,29,29D,11,11H,0,0,0,0,40,40M,43.0,50.0,58.0,54.0,46.0,41.0,40.0,48.0,56.0,51.0,40.0,39.0,3,3W,0,36.0,88.0,36.0,54.0,27.0
245,29,29D,12,12H,0,0,0,0,0,0M,50.0,58.0,54.0,46.0,41.0,46.0,48.0,56.0,51.0,40.0,39.0,41.0,3,3W,0,35.0,91.0,35.0,58.0,35.0
246,29,29D,12,12H,0,0,0,0,20,20M,58.0,54.0,46.0,41.0,46.0,46.0,56.0,51.0,40.0,39.0,41.0,36.0,3,3W,0,35.0,78.0,52.0,47.0,49.0
247,29,29D,12,12H,0,0,0,0,40,40M,54.0,46.0,41.0,46.0,46.0,37.0,51.0,40.0,39.0,41.0,36.0,35.0,3,3W,0,43.0,87.0,48.0,49.0,34.0
248,29,29D,13,13H,0,0,0,0,0,0M,46.0,41.0,46.0,46.0,37.0,39.0,40.0,39.0,41.0,36.0,35.0,35.0,3,3W,0,50.0,89.0,37.0,31.0,43.0
249,29,29D,13,13H,0,0,0,0,20,20M,41.0,46.0,46.0,37.0,39.0,47.0,39.0,41.0,36.0,35.0,35.0,43.0,3,3W,0,24.0,102.0,48.0,55.0,41.0
250,29,29D,13,13H,0,0,0,0,40,40M,46.0,46.0,37.0,39.0,47.0,56.0,41.0,36.0,35.0,35.0,43.0,50.0,3,3W,0,43.0,104.0,54.0,41.0,46.0
251,29,29D,14,14H,0,0,0,0,0,0M,46.0,37.0,39.0,47.0,56.0,28.0,36.0,35.0,35.0,43.0,50.0,24.0,3,3W,0,48.0,101.0,49.0,42.0,64.0
252,29,29D,14,14H,0,0,0,0,20,20M,37.0,39.0,47.0,56.0,28.0,47.0,35.0,35.0,43.0,50.0,24.0,43.0,3,3W,0,43.0,95.0,49.0,64.0,41.0
253,29,29D,14,14H,0,0,0,0,40,40M,39.0,47.0,56.0,28.0,47.0,56.0,35.0,43.0,50.0,24.0,43.0,48.0,3,3W,0,55.0,103.0,44.0,56.0,58.0
254,29,29D,15,15H,0,0,0,0,0,0M,47.0,56.0,28.0,47.0,56.0,44.0,43.0,50.0,24.0,43.0,48.0,43.0,3,3W,0,53.0,110.0,29.0,55.0,41.0
255,29,29D,15,15H,0,0,0,0,20,20M,56.0,28.0,47.0,56.0,44.0,59.0,50.0,24.0,43.0,48.0,43.0,55.0,3,3W,0,65.0,89.0,63.0,78.0,33.0
256,29,29D,15,15H,0,0,0,0,40,40M,28.0,47.0,56.0,44.0,59.0,54.0,24.0,43.0,48.0,43.0,55.0,53.0,3,3W,0,53.0,91.0,33.0,55.0,61.0
257,29,29D,16,16H,0,0,0,0,0,0M,47.0,56.0,44.0,59.0,54.0,71.0,43.0,48.0,43.0,55.0,53.0,65.0,3,3W,0,60.0,97.0,51.0,63.0,48.0
258,29,29D,16,16H,0,0,0,0,20,20M,56.0,44.0,59.0,54.0,71.0,58.0,48.0,43.0,55.0,53.0,65.0,53.0,3,3W,0,50.0,88.0,43.0,66.0,57.0
259,29,29D,16,16H,0,0,0,0,40,40M,44.0,59.0,54.0,71.0,58.0,64.0,43.0,55.0,53.0,65.0,53.0,60.0,3,3W,0,47.0,105.0,44.0,81.0,58.0
260,29,29D,17,17H,0,0,0,1,0,0M,59.0,54.0,71.0,58.0,64.0,58.0,55.0,53.0,65.0,53.0,60.0,50.0,3,3W,0,30.0,97.0,56.0,59.0,52.0
261,29,29D,17,17H,0,0,0,1,20,20M,54.0,71.0,58.0,64.0,58.0,48.0,53.0,65.0,53.0,60.0,50.0,47.0,3,3W,0,30.0,45.0,46.0,48.0,42.0
262,29,29D,17,17H,0,0,0,1,40,40M,71.0,58.0,64.0,58.0,48.0,33.0,65.0,53.0,60.0,50.0,47.0,30.0,3,3W,0,30.0,31.0,47.0,73.0,29.0
263,29,29D,18,18H,0,1,0,0,0,0M,58.0,64.0,58.0,48.0,33.0,31.0,53.0,60.0,50.0,47.0,30.0,30.0,3,3W,0,22.0,37.0,42.0,55.0,36.0
264,29,29D,18,18H,0,1,0,0,20,20M,64.0,58.0,48.0,33.0,31.0,31.0,60.0,50.0,47.0,30.0,30.0,30.0,3,3W,0,26.0,31.0,30.0,32.0,33.0
265,29,29D,18,18H,0,1,0,0,40,40M,58.0,48.0,33.0,31.0,31.0,28.0,50.0,47.0,30.0,30.0,30.0,22.0,3,3W,0,25.0,26.0,33.0,42.0,26.0
266,29,29D,19,19H,0,0,0,0,0,0M,48.0,33.0,31.0,31.0,28.0,26.0,47.0,30.0,30.0,30.0,22.0,26.0,3,3W,0,18.0,24.0,22.0,35.0,21.0
267,29,29D,19,19H,0,0,0,0,20,20M,33.0,31.0,31.0,28.0,26.0,27.0,30.0,30.0,30.0,22.0,26.0,25.0,3,3W,0,27.0,18.0,29.0,54.0,24.0
268,29,29D,19,19H,0,0,0,0,40,40M,31.0,31.0,28.0,26.0,27.0,19.0,30.0,30.0,22.0,26.0,25.0,18.0,3,3W,0,22.0,28.0,31.0,32.0,30.0
269,29,29D,20,20H,0,0,0,0,0,0M,31.0,28.0,26.0,27.0,19.0,29.0,30.0,22.0,26.0,25.0,18.0,27.0,3,3W,0,30.0,26.0,15.0,47.0,18.0
270,29,29D,20,20H,0,0,0,0,20,20M,28.0,26.0,27.0,19.0,29.0,25.0,22.0,26.0,25.0,18.0,27.0,22.0,3,3W,0,16.0,17.0,22.0,21.0,33.0
271,29,29D,20,20H,0,0,0,0,40,40M,26.0,27.0,19.0,29.0,25.0,34.0,26.0,25.0,18.0,27.0,22.0,30.0,3,3W,0,21.0,20.0,19.0,23.0,24.0
272,29,29D,21,21H,0,0,0,0,0,0M,27.0,19.0,29.0,25.0,34.0,17.0,25.0,18.0,27.0,22.0,30.0,16.0,3,3W,0,24.0,24.0,19.0,28.0,18.0
273,29,29D,21,21H,0,0,0,0,20,20M,19.0,29.0,25.0,34.0,17.0,23.0,18.0,27.0,22.0,30.0,16.0,21.0,3,3W,0,16.0,17.0,24.0,30.0,18.0
