,cargo_count0,cargo_count1,cargo_count2,cargo_count3,cargo_count4,cargo_count5,cargo_model0,cargo_model1,cargo_model2,cargo_model3,cargo_model4,cargo_model5,cargo_model_avg0,cargo_model_avg1,cargo_model_avg2,cargo_model_avg3,cargo_model_avg4,cargo_model_avg5,etc_count0,etc_count1,etc_count2,etc_count3,etc_count4,etc_count5,etc_model0,etc_model1,etc_model2,etc_model3,etc_model4,etc_model5,no_etc_count0,no_etc_count1,no_etc_count2,no_etc_count3,no_etc_count4,no_etc_count5,no_etc_model0,no_etc_model1,no_etc_model2,no_etc_model3,no_etc_model4,no_etc_model5,passenger_count0,passenger_count1,passenger_count2,passenger_count3,passenger_count4,passenger_count5,passenger_model0,passenger_model1,passenger_model2,passenger_model3,passenger_model4,passenger_model5,passenger_model_avg0,passenger_model_avg1,passenger_model_avg2,passenger_model_avg3,passenger_model_avg4,passenger_model_avg5,vehicle_model0,vehicle_model1,vehicle_model2,vehicle_model3,vehicle_model4,vehicle_model5,vehicle_model_avg0,vehicle_model_avg1,vehicle_model_avg2,vehicle_model_avg3,vehicle_model_avg4,vehicle_model_avg5,volume0,volume1,volume2,volume3,volume4,volume5,y,vehicle_all_model,etc_all_model,etc_all_count,etc_avg_model,cargo_all_model,passenger_all_model,cargo_all_count,passenger_all_count,cargo_avg_model,passenger_avg_model,volume_all,vehicle_avg_model,day,hour,minute,week,weekend
30,31.0,27.0,34.0,20.0,29.0,31.0,65.0,67.0,92.0,35.0,80.0,71.0,2.09677419355,2.48148148148,2.70588235294,1.75,2.75862068966,2.29032258065,31.0,35.0,16.0,14.0,18.0,18.0,40.0,55.0,24.0,19.0,26.0,22.0,82.0,77.0,77.0,53.0,74.0,63.0,118.0,116.0,137.0,68.0,124.0,103.0,82.0,85.0,59.0,47.0,63.0,50.0,93.0,104.0,69.0,52.0,70.0,54.0,1.13414634146,1.22352941176,1.16949152542,1.10638297872,1.11111111111,1.08,158.0,171.0,161.0,87.0,150.0,125.0,1.3982300885,1.52678571429,1.7311827957,1.29850746269,1.63043478261,1.54320987654,113.0,112.0,93.0,67.0,92.0,81.0,70.0,852.0,186.0,132.0,1.40909090909,410.0,442.0,172.0,386.0,2.38372093023,1.14507772021,558.0,1.52688172043,18,12,20,1,0
31,27.0,34.0,20.0,29.0,31.0,27.0,67.0,92.0,35.0,80.0,71.0,60.0,2.48148148148,2.70588235294,1.75,2.75862068966,2.29032258065,2.22222222222,35.0,16.0,14.0,18.0,18.0,20.0,55.0,24.0,19.0,26.0,22.0,24.0,77.0,77.0,53.0,74.0,63.0,69.0,116.0,137.0,68.0,124.0,103.0,104.0,85.0,59.0,47.0,63.0,50.0,62.0,104.0,69.0,52.0,70.0,54.0,68.0,1.22352941176,1.16949152542,1.10638297872,1.11111111111,1.08,1.09677419355,171.0,161.0,87.0,150.0,125.0,128.0,1.52678571429,1.7311827957,1.29850746269,1.63043478261,1.54320987654,1.43820224719,112.0,93.0,67.0,92.0,81.0,89.0,94.0,822.0,170.0,121.0,1.40495867769,405.0,417.0,168.0,366.0,2.41071428571,1.1393442623,534.0,1.5393258427,18,12,40,1,0
32,34.0,20.0,29.0,31.0,27.0,23.0,92.0,35.0,80.0,71.0,60.0,58.0,2.70588235294,1.75,2.75862068966,2.29032258065,2.22222222222,2.52173913043,16.0,14.0,18.0,18.0,20.0,16.0,24.0,19.0,26.0,22.0,24.0,24.0,77.0,53.0,74.0,63.0,69.0,54.0,137.0,68.0,124.0,103.0,104.0,94.0,59.0,47.0,63.0,50.0,62.0,47.0,69.0,52.0,70.0,54.0,68.0,60.0,1.16949152542,1.10638297872,1.11111111111,1.08,1.09677419355,1.27659574468,161.0,87.0,150.0,125.0,128.0,118.0,1.7311827957,1.29850746269,1.63043478261,1.54320987654,1.43820224719,1.68571428571,93.0,67.0,92.0,81.0,89.0,70.0,97.0,769.0,139.0,102.0,1.36274509804,396.0,373.0,164.0,328.0,2.41463414634,1.13719512195,492.0,1.56300813008,18,13,0,1,0
33,20.0,29.0,31.0,27.0,23.0,29.0,35.0,80.0,71.0,60.0,58.0,52.0,1.75,2.75862068966,2.29032258065,2.22222222222,2.52173913043,1.79310344828,14.0,18.0,18.0,20.0,16.0,19.0,19.0,26.0,22.0,24.0,24.0,24.0,53.0,74.0,63.0,69.0,54.0,75.0,68.0,124.0,103.0,104.0,94.0,102.0,47.0,63.0,50.0,62.0,47.0,65.0,52.0,70.0,54.0,68.0,60.0,74.0,1.10638297872,1.11111111111,1.08,1.09677419355,1.27659574468,1.13846153846,87.0,150.0,125.0,128.0,118.0,126.0,1.29850746269,1.63043478261,1.54320987654,1.43820224719,1.68571428571,1.34042553191,67.0,92.0,81.0,89.0,70.0,94.0,108.0,734.0,139.0,105.0,1.32380952381,356.0,378.0,159.0,334.0,2.23899371069,1.13173652695,493.0,1.48884381339,18,13,20,1,0
34,29.0,31.0,27.0,23.0,29.0,27.0,80.0,71.0,60.0,58.0,52.0,50.0,2.75862068966,2.29032258065,2.22222222222,2.52173913043,1.79310344828,1.85185185185,18.0,18.0,20.0,16.0,19.0,20.0,26.0,22.0,24.0,24.0,24.0,21.0,74.0,63.0,69.0,54.0,75.0,77.0,124.0,103.0,104.0,94.0,102.0,105.0,63.0,50.0,62.0,47.0,65.0,70.0,70.0,54.0,68.0,60.0,74.0,76.0,1.11111111111,1.08,1.09677419355,1.27659574468,1.13846153846,1.08571428571,150.0,125.0,128.0,118.0,126.0,126.0,1.63043478261,1.54320987654,1.43820224719,1.68571428571,1.34042553191,1.29896907216,92.0,81.0,89.0,70.0,94.0,97.0,95.0,773.0,141.0,111.0,1.27027027027,371.0,402.0,166.0,357.0,2.23493975904,1.12605042017,523.0,1.47801147228,18,13,40,1,0
35,31.0,27.0,23.0,29.0,27.0,29.0,71.0,60.0,58.0,52.0,50.0,73.0,2.29032258065,2.22222222222,2.52173913043,1.79310344828,1.85185185185,2.51724137931,18.0,20.0,16.0,19.0,20.0,18.0,22.0,24.0,24.0,24.0,21.0,23.0,63.0,69.0,54.0,75.0,77.0,90.0,103.0,104.0,94.0,102.0,105.0,134.0,50.0,62.0,47.0,65.0,70.0,79.0,54.0,68.0,60.0,74.0,76.0,84.0,1.08,1.09677419355,1.27659574468,1.13846153846,1.08571428571,1.06329113924,125.0,128.0,118.0,126.0,126.0,157.0,1.54320987654,1.43820224719,1.68571428571,1.34042553191,1.29896907216,1.4537037037,81.0,89.0,70.0,94.0,97.0,108.0,108.0,780.0,138.0,111.0,1.24324324324,364.0,416.0,166.0,373.0,2.19277108434,1.11528150134,539.0,1.44712430427,18,14,0,1,0
36,27.0,23.0,29.0,27.0,29.0,27.0,60.0,58.0,52.0,50.0,73.0,55.0,2.22222222222,2.52173913043,1.79310344828,1.85185185185,2.51724137931,2.03703703704,20.0,16.0,19.0,20.0,18.0,24.0,24.0,24.0,24.0,21.0,23.0,29.0,69.0,54.0,75.0,77.0,90.0,71.0,104.0,94.0,102.0,105.0,134.0,100.0,62.0,47.0,65.0,70.0,79.0,68.0,68.0,60.0,74.0,76.0,84.0,74.0,1.09677419355,1.27659574468,1.13846153846,1.08571428571,1.06329113924,1.08823529412,128.0,118.0,126.0,126.0,157.0,129.0,1.43820224719,1.68571428571,1.34042553191,1.29896907216,1.4537037037,1.35789473684,89.0,70.0,94.0,97.0,108.0,95.0,84.0,784.0,145.0,117.0,1.23931623932,348.0,436.0,162.0,391.0,2.14814814815,1.11508951407,553.0,1.41772151899,18,14,20,1,0
37,23.0,29.0,27.0,29.0,27.0,32.0,58.0,52.0,50.0,73.0,55.0,56.0,2.52173913043,1.79310344828,1.85185185185,2.51724137931,2.03703703704,1.75,16.0,19.0,20.0,18.0,24.0,24.0,24.0,24.0,21.0,23.0,29.0,31.0,54.0,75.0,77.0,90.0,71.0,84.0,94.0,102.0,105.0,134.0,100.0,111.0,47.0,65.0,70.0,79.0,68.0,76.0,60.0,74.0,76.0,84.0,74.0,86.0,1.27659574468,1.13846153846,1.08571428571,1.06329113924,1.08823529412,1.13157894737,118.0,126.0,126.0,157.0,129.0,142.0,1.68571428571,1.34042553191,1.29896907216,1.4537037037,1.35789473684,1.31481481481,70.0,94.0,97.0,108.0,95.0,108.0,102.0,798.0,152.0,121.0,1.25619834711,344.0,454.0,167.0,405.0,2.05988023952,1.12098765432,572.0,1.3951048951,18,14,40,1,0
38,29.0,27.0,29.0,27.0,32.0,18.0,52.0,50.0,73.0,55.0,56.0,38.0,1.79310344828,1.85185185185,2.51724137931,2.03703703704,1.75,2.11111111111,19.0,20.0,18.0,24.0,24.0,19.0,24.0,21.0,23.0,29.0,31.0,21.0,75.0,77.0,90.0,71.0,84.0,65.0,102.0,105.0,134.0,100.0,111.0,86.0,65.0,70.0,79.0,68.0,76.0,66.0,74.0,76.0,84.0,74.0,86.0,69.0,1.13846153846,1.08571428571,1.06329113924,1.08823529412,1.13157894737,1.04545454545,126.0,126.0,157.0,129.0,142.0,107.0,1.34042553191,1.29896907216,1.4537037037,1.35789473684,1.31481481481,1.27380952381,94.0,97.0,108.0,95.0,108.0,84.0,72.0,787.0,149.0,124.0,1.20161290323,324.0,463.0,162.0,424.0,2.0,1.09198113208,586.0,1.34300341297,18,15,0,1,0
39,27.0,29.0,27.0,32.0,18.0,28.0,50.0,73.0,55.0,56.0,38.0,49.0,1.85185185185,2.51724137931,2.03703703704,1.75,2.11111111111,1.75,20.0,18.0,24.0,24.0,19.0,22.0,21.0,23.0,29.0,31.0,21.0,31.0,77.0,90.0,71.0,84.0,65.0,80.0,105.0,134.0,100.0,111.0,86.0,101.0,70.0,79.0,68.0,76.0,66.0,74.0,76.0,84.0,74.0,86.0,69.0,83.0,1.08571428571,1.06329113924,1.08823529412,1.13157894737,1.04545454545,1.12162162162,126.0,157.0,129.0,142.0,107.0,132.0,1.29896907216,1.4537037037,1.35789473684,1.31481481481,1.27380952381,1.29411764706,97.0,108.0,95.0,108.0,84.0,102.0,102.0,793.0,156.0,127.0,1.22834645669,321.0,472.0,161.0,433.0,1.99378881988,1.09006928406,594.0,1.33501683502,18,15,20,1,0
40,29.0,27.0,32.0,18.0,28.0,14.0,73.0,55.0,56.0,38.0,49.0,33.0,2.51724137931,2.03703703704,1.75,2.11111111111,1.75,2.35714285714,18.0,24.0,24.0,19.0,22.0,17.0,23.0,29.0,31.0,21.0,31.0,20.0,90.0,71.0,84.0,65.0,80.0,55.0,134.0,100.0,111.0,86.0,101.0,74.0,79.0,68.0,76.0,66.0,74.0,58.0,84.0,74.0,86.0,69.0,83.0,61.0,1.06329113924,1.08823529412,1.13157894737,1.04545454545,1.12162162162,1.05172413793,157.0,129.0,142.0,107.0,132.0,94.0,1.4537037037,1.35789473684,1.31481481481,1.27380952381,1.29411764706,1.30555555556,108.0,95.0,108.0,84.0,102.0,72.0,116.0,761.0,155.0,124.0,1.25,304.0,457.0,148.0,421.0,2.05405405405,1.08551068884,569.0,1.3374340949,18,15,40,1,0
41,27.0,32.0,18.0,28.0,14.0,16.0,55.0,56.0,38.0,49.0,33.0,26.0,2.03703703704,1.75,2.11111111111,1.75,2.35714285714,1.625,24.0,24.0,19.0,22.0,17.0,23.0,29.0,31.0,21.0,31.0,20.0,34.0,71.0,84.0,65.0,80.0,55.0,79.0,100.0,111.0,86.0,101.0,74.0,89.0,68.0,76.0,66.0,74.0,58.0,86.0,74.0,86.0,69.0,83.0,61.0,97.0,1.08823529412,1.13157894737,1.04545454545,1.12162162162,1.05172413793,1.12790697674,129.0,142.0,107.0,132.0,94.0,123.0,1.35789473684,1.31481481481,1.27380952381,1.29411764706,1.30555555556,1.20588235294,95.0,108.0,84.0,102.0,72.0,102.0,102.0,727.0,166.0,129.0,1.28682170543,257.0,470.0,135.0,428.0,1.9037037037,1.09813084112,563.0,1.29129662522,18,16,0,1,0
42,32.0,18.0,28.0,14.0,16.0,33.0,56.0,38.0,49.0,33.0,26.0,56.0,1.75,2.11111111111,1.75,2.35714285714,1.625,1.69696969697,24.0,19.0,22.0,17.0,23.0,19.0,31.0,21.0,31.0,20.0,34.0,22.0,84.0,65.0,80.0,55.0,79.0,97.0,111.0,86.0,101.0,74.0,89.0,125.0,76.0,66.0,74.0,58.0,86.0,83.0,86.0,69.0,83.0,61.0,97.0,91.0,1.13157894737,1.04545454545,1.12162162162,1.05172413793,1.12790697674,1.09638554217,142.0,107.0,132.0,94.0,123.0,147.0,1.31481481481,1.27380952381,1.29411764706,1.30555555556,1.20588235294,1.26724137931,108.0,84.0,102.0,72.0,102.0,116.0,84.0,745.0,159.0,124.0,1.28225806452,258.0,487.0,141.0,443.0,1.82978723404,1.0993227991,584.0,1.27568493151,18,16,20,1,0
43,18.0,28.0,14.0,16.0,33.0,19.0,38.0,49.0,33.0,26.0,56.0,38.0,2.11111111111,1.75,2.35714285714,1.625,1.69696969697,2.0,19.0,22.0,17.0,23.0,19.0,28.0,21.0,31.0,20.0,34.0,22.0,31.0,65.0,80.0,55.0,79.0,97.0,74.0,86.0,101.0,74.0,89.0,125.0,97.0,66.0,74.0,58.0,86.0,83.0,83.0,69.0,83.0,61.0,97.0,91.0,90.0,1.04545454545,1.12162162162,1.05172413793,1.12790697674,1.09638554217,1.0843373494,107.0,132.0,94.0,123.0,147.0,128.0,1.27380952381,1.29411764706,1.30555555556,1.20588235294,1.26724137931,1.25490196078,84.0,102.0,72.0,102.0,116.0,102.0,113.0,731.0,159.0,128.0,1.2421875,240.0,491.0,128.0,450.0,1.875,1.09111111111,578.0,1.26470588235,18,16,40,1,0
44,28.0,14.0,16.0,33.0,19.0,18.0,49.0,33.0,26.0,56.0,38.0,32.0,1.75,2.35714285714,1.625,1.69696969697,2.0,1.77777777778,22.0,17.0,23.0,19.0,28.0,24.0,31.0,20.0,34.0,22.0,31.0,32.0,80.0,55.0,79.0,97.0,74.0,60.0,101.0,74.0,89.0,125.0,97.0,74.0,74.0,58.0,86.0,83.0,83.0,66.0,83.0,61.0,97.0,91.0,90.0,74.0,1.12162162162,1.05172413793,1.12790697674,1.09638554217,1.0843373494,1.12121212121,132.0,94.0,123.0,147.0,128.0,106.0,1.29411764706,1.30555555556,1.20588235294,1.26724137931,1.25490196078,1.2619047619,102.0,72.0,102.0,116.0,102.0,84.0,93.0,730.0,170.0,133.0,1.27819548872,234.0,496.0,128.0,450.0,1.828125,1.10222222222,578.0,1.26297577855,18,17,0,1,0
45,14.0,16.0,33.0,19.0,18.0,19.0,33.0,26.0,56.0,38.0,32.0,40.0,2.35714285714,1.625,1.69696969697,2.0,1.77777777778,2.10526315789,17.0,23.0,19.0,28.0,24.0,26.0,20.0,34.0,22.0,31.0,32.0,27.0,55.0,79.0,97.0,74.0,60.0,87.0,74.0,89.0,125.0,97.0,74.0,108.0,58.0,86.0,83.0,83.0,66.0,94.0,61.0,97.0,91.0,90.0,74.0,95.0,1.05172413793,1.12790697674,1.09638554217,1.0843373494,1.12121212121,1.01063829787,94.0,123.0,147.0,128.0,106.0,135.0,1.30555555556,1.20588235294,1.26724137931,1.25490196078,1.2619047619,1.19469026549,72.0,102.0,116.0,102.0,84.0,113.0,72.0,733.0,166.0,137.0,1.21167883212,225.0,508.0,119.0,470.0,1.89075630252,1.08085106383,589.0,1.24448217317,18,17,20,1,0
46,16.0,33.0,19.0,18.0,19.0,14.0,26.0,56.0,38.0,32.0,40.0,34.0,1.625,1.69696969697,2.0,1.77777777778,2.10526315789,2.42857142857,23.0,19.0,28.0,24.0,26.0,27.0,34.0,22.0,31.0,32.0,27.0,41.0,79.0,97.0,74.0,60.0,87.0,66.0,89.0,125.0,97.0,74.0,108.0,86.0,86.0,83.0,83.0,66.0,94.0,79.0,97.0,91.0,90.0,74.0,95.0,93.0,1.12790697674,1.09638554217,1.0843373494,1.12121212121,1.01063829787,1.17721518987,123.0,147.0,128.0,106.0,135.0,127.0,1.20588235294,1.26724137931,1.25490196078,1.2619047619,1.19469026549,1.36559139785,102.0,116.0,102.0,84.0,113.0,93.0,134.0,766.0,187.0,147.0,1.27210884354,226.0,540.0,119.0,491.0,1.89915966387,1.09979633401,610.0,1.25573770492,18,17,40,1,0
47,33.0,19.0,18.0,19.0,14.0,9.0,56.0,38.0,32.0,40.0,34.0,25.0,1.69696969697,2.0,1.77777777778,2.10526315789,2.42857142857,2.77777777778,19.0,28.0,24.0,26.0,27.0,25.0,22.0,31.0,32.0,27.0,41.0,39.0,97.0,74.0,60.0,87.0,66.0,47.0,125.0,97.0,74.0,108.0,86.0,63.0,83.0,83.0,66.0,94.0,79.0,63.0,91.0,90.0,74.0,95.0,93.0,77.0,1.09638554217,1.0843373494,1.12121212121,1.01063829787,1.17721518987,1.22222222222,147.0,128.0,106.0,135.0,127.0,102.0,1.26724137931,1.25490196078,1.2619047619,1.19469026549,1.36559139785,1.41666666667,116.0,102.0,84.0,113.0,93.0,72.0,73.0,745.0,192.0,149.0,1.28859060403,225.0,520.0,112.0,468.0,2.00892857143,1.11111111111,580.0,1.28448275862,18,18,0,1,0
48,19.0,18.0,19.0,14.0,9.0,12.0,38.0,32.0,40.0,34.0,25.0,28.0,2.0,1.77777777778,2.10526315789,2.42857142857,2.77777777778,2.33333333333,28.0,24.0,26.0,27.0,25.0,52.0,31.0,32.0,27.0,41.0,39.0,82.0,74.0,60.0,87.0,66.0,47.0,82.0,97.0,74.0,108.0,86.0,63.0,99.0,83.0,66.0,94.0,79.0,63.0,122.0,90.0,74.0,95.0,93.0,77.0,153.0,1.0843373494,1.12121212121,1.01063829787,1.17721518987,1.22222222222,1.25409836066,128.0,106.0,135.0,127.0,102.0,181.0,1.25490196078,1.2619047619,1.19469026549,1.36559139785,1.41666666667,1.35074626866,102.0,84.0,113.0,93.0,72.0,134.0,84.0,779.0,252.0,182.0,1.38461538462,197.0,582.0,91.0,507.0,2.16483516484,1.14792899408,598.0,1.30267558528,18,18,20,1,0
49,18.0,19.0,14.0,9.0,12.0,9.0,32.0,40.0,34.0,25.0,28.0,11.0,1.77777777778,2.10526315789,2.42857142857,2.77777777778,2.33333333333,1.22222222222,24.0,26.0,27.0,25.0,52.0,26.0,32.0,27.0,41.0,39.0,82.0,37.0,60.0,87.0,66.0,47.0,82.0,47.0,74.0,108.0,86.0,63.0,99.0,51.0,66.0,94.0,79.0,63.0,122.0,64.0,74.0,95.0,93.0,77.0,153.0,77.0,1.12121212121,1.01063829787,1.17721518987,1.22222222222,1.25409836066,1.203125,106.0,135.0,127.0,102.0,181.0,88.0,1.2619047619,1.19469026549,1.36559139785,1.41666666667,1.35074626866,1.20547945205,84.0,113.0,93.0,72.0,134.0,73.0,39.0,739.0,258.0,180.0,1.43333333333,170.0,569.0,81.0,488.0,2.0987654321,1.16598360656,569.0,1.29876977153,18,18,40,1,0
50,19.0,14.0,9.0,12.0,9.0,15.0,40.0,34.0,25.0,28.0,11.0,31.0,2.10526315789,2.42857142857,2.77777777778,2.33333333333,1.22222222222,2.06666666667,26.0,27.0,25.0,52.0,26.0,28.0,27.0,41.0,39.0,82.0,37.0,31.0,87.0,66.0,47.0,82.0,47.0,56.0,108.0,86.0,63.0,99.0,51.0,73.0,94.0,79.0,63.0,122.0,64.0,69.0,95.0,93.0,77.0,153.0,77.0,73.0,1.01063829787,1.17721518987,1.22222222222,1.25409836066,1.203125,1.05797101449,135.0,127.0,102.0,181.0,88.0,104.0,1.19469026549,1.36559139785,1.41666666667,1.35074626866,1.20547945205,1.2380952381,113.0,93.0,72.0,134.0,73.0,84.0,41.0,737.0,257.0,184.0,1.39673913043,169.0,568.0,78.0,491.0,2.16666666667,1.15682281059,569.0,1.29525483304,18,19,0,1,0
51,14.0,9.0,12.0,9.0,15.0,5.0,34.0,25.0,28.0,11.0,31.0,7.0,2.42857142857,2.77777777778,2.33333333333,1.22222222222,2.06666666667,1.4,27.0,25.0,52.0,26.0,28.0,11.0,41.0,39.0,82.0,37.0,31.0,12.0,66.0,47.0,82.0,47.0,56.0,28.0,86.0,63.0,99.0,51.0,73.0,30.0,79.0,63.0,122.0,64.0,69.0,34.0,93.0,77.0,153.0,77.0,73.0,35.0,1.17721518987,1.22222222222,1.25409836066,1.203125,1.05797101449,1.02941176471,127.0,102.0,181.0,88.0,104.0,42.0,1.36559139785,1.41666666667,1.35074626866,1.20547945205,1.2380952381,1.07692307692,93.0,72.0,134.0,73.0,84.0,39.0,40.0,644.0,242.0,169.0,1.43195266272,136.0,508.0,64.0,431.0,2.125,1.17865429234,495.0,1.30101010101,18,19,20,1,0
52,9.0,12.0,9.0,15.0,5.0,6.0,25.0,28.0,11.0,31.0,7.0,14.0,2.77777777778,2.33333333333,1.22222222222,2.06666666667,1.4,2.33333333333,25.0,52.0,26.0,28.0,11.0,12.0,39.0,82.0,37.0,31.0,12.0,15.0,47.0,82.0,47.0,56.0,28.0,29.0,63.0,99.0,51.0,73.0,30.0,37.0,63.0,122.0,64.0,69.0,34.0,35.0,77.0,153.0,77.0,73.0,35.0,38.0,1.22222222222,1.25409836066,1.203125,1.05797101449,1.02941176471,1.08571428571,102.0,181.0,88.0,104.0,42.0,52.0,1.41666666667,1.35074626866,1.20547945205,1.2380952381,1.07692307692,1.26829268293,72.0,134.0,73.0,84.0,39.0,41.0,50.0,569.0,216.0,154.0,1.4025974026,116.0,453.0,56.0,387.0,2.07142857143,1.17054263566,443.0,1.28442437923,18,19,40,1,0
53,12.0,9.0,15.0,5.0,6.0,12.0,28.0,11.0,31.0,7.0,14.0,24.0,2.33333333333,1.22222222222,2.06666666667,1.4,2.33333333333,2.0,52.0,26.0,28.0,11.0,12.0,10.0,82.0,37.0,31.0,12.0,15.0,13.0,82.0,47.0,56.0,28.0,29.0,30.0,99.0,51.0,73.0,30.0,37.0,43.0,122.0,64.0,69.0,34.0,35.0,28.0,153.0,77.0,73.0,35.0,38.0,32.0,1.25409836066,1.203125,1.05797101449,1.02941176471,1.08571428571,1.14285714286,181.0,88.0,104.0,42.0,52.0,56.0,1.35074626866,1.20547945205,1.2380952381,1.07692307692,1.26829268293,1.4,134.0,73.0,84.0,39.0,41.0,40.0,33.0,523.0,190.0,139.0,1.36690647482,115.0,408.0,59.0,352.0,1.94915254237,1.15909090909,411.0,1.27250608273,18,20,0,1,0
54,9.0,15.0,5.0,6.0,12.0,14.0,11.0,31.0,7.0,14.0,24.0,40.0,1.22222222222,2.06666666667,1.4,2.33333333333,2.0,2.85714285714,26.0,28.0,11.0,12.0,10.0,4.0,37.0,31.0,12.0,15.0,13.0,4.0,47.0,56.0,28.0,29.0,30.0,46.0,51.0,73.0,30.0,37.0,43.0,72.0,64.0,69.0,34.0,35.0,28.0,36.0,77.0,73.0,35.0,38.0,32.0,36.0,1.203125,1.05797101449,1.02941176471,1.08571428571,1.14285714286,1.0,88.0,104.0,42.0,52.0,56.0,76.0,1.20547945205,1.2380952381,1.07692307692,1.26829268293,1.4,1.52,73.0,84.0,39.0,41.0,40.0,50.0,42.0,418.0,112.0,91.0,1.23076923077,127.0,291.0,61.0,266.0,2.08196721311,1.09398496241,327.0,1.27828746177,18,20,20,1,0
55,15.0,5.0,6.0,12.0,14.0,7.0,31.0,7.0,14.0,24.0,40.0,18.0,2.06666666667,1.4,2.33333333333,2.0,2.85714285714,2.57142857143,28.0,11.0,12.0,10.0,4.0,7.0,31.0,12.0,15.0,13.0,4.0,7.0,56.0,28.0,29.0,30.0,46.0,26.0,73.0,30.0,37.0,43.0,72.0,37.0,69.0,34.0,35.0,28.0,36.0,26.0,73.0,35.0,38.0,32.0,36.0,26.0,1.05797101449,1.02941176471,1.08571428571,1.14285714286,1.0,1.0,104.0,42.0,52.0,56.0,76.0,44.0,1.2380952381,1.07692307692,1.26829268293,1.4,1.52,1.33333333333,84.0,39.0,41.0,40.0,50.0,33.0,38.0,374.0,82.0,72.0,1.13888888889,134.0,240.0,59.0,228.0,2.27118644068,1.05263157895,287.0,1.3031358885,18,20,40,1,0
56,5.0,6.0,12.0,14.0,7.0,4.0,7.0,14.0,24.0,40.0,18.0,13.0,1.4,2.33333333333,2.0,2.85714285714,2.57142857143,3.25,11.0,12.0,10.0,4.0,7.0,16.0,12.0,15.0,13.0,4.0,7.0,17.0,28.0,29.0,30.0,46.0,26.0,26.0,30.0,37.0,43.0,72.0,37.0,35.0,34.0,35.0,28.0,36.0,26.0,38.0,35.0,38.0,32.0,36.0,26.0,39.0,1.02941176471,1.08571428571,1.14285714286,1.0,1.0,1.02631578947,42.0,52.0,56.0,76.0,44.0,52.0,1.07692307692,1.26829268293,1.4,1.52,1.33333333333,1.2380952381,39.0,41.0,40.0,50.0,33.0,42.0,34.0,322.0,68.0,60.0,1.13333333333,116.0,206.0,48.0,197.0,2.41666666667,1.04568527919,245.0,1.31428571429,18,21,0,1,0
57,6.0,12.0,14.0,7.0,4.0,9.0,14.0,24.0,40.0,18.0,13.0,34.0,2.33333333333,2.0,2.85714285714,2.57142857143,3.25,3.77777777778,12.0,10.0,4.0,7.0,16.0,6.0,15.0,13.0,4.0,7.0,17.0,6.0,29.0,30.0,46.0,26.0,26.0,32.0,37.0,43.0,72.0,37.0,35.0,57.0,35.0,28.0,36.0,26.0,38.0,29.0,38.0,32.0,36.0,26.0,39.0,29.0,1.08571428571,1.14285714286,1.0,1.0,1.02631578947,1.0,52.0,56.0,76.0,44.0,52.0,63.0,1.26829268293,1.4,1.52,1.33333333333,1.2380952381,1.65789473684,41.0,40.0,50.0,33.0,42.0,38.0,28.0,343.0,62.0,55.0,1.12727272727,143.0,200.0,52.0,192.0,2.75,1.04166666667,244.0,1.40573770492,18,21,20,1,0
58,12.0,14.0,7.0,4.0,9.0,9.0,24.0,40.0,18.0,13.0,34.0,25.0,2.0,2.85714285714,2.57142857143,3.25,3.77777777778,2.77777777778,10.0,4.0,7.0,16.0,6.0,9.0,13.0,4.0,7.0,17.0,6.0,9.0,30.0,46.0,26.0,26.0,32.0,25.0,43.0,72.0,37.0,35.0,57.0,41.0,28.0,36.0,26.0,38.0,29.0,25.0,32.0,36.0,26.0,39.0,29.0,25.0,1.14285714286,1.0,1.0,1.02631578947,1.0,1.0,56.0,76.0,44.0,52.0,63.0,50.0,1.4,1.52,1.33333333333,1.2380952381,1.65789473684,1.47058823529,40.0,50.0,33.0,42.0,38.0,34.0,20.0,341.0,56.0,52.0,1.07692307692,154.0,187.0,55.0,182.0,2.8,1.02747252747,237.0,1.4388185654,18,21,40,1,0
59,14.0,7.0,4.0,9.0,9.0,6.0,40.0,18.0,13.0,34.0,25.0,16.0,2.85714285714,2.57142857143,3.25,3.77777777778,2.77777777778,2.66666666667,4.0,7.0,16.0,6.0,9.0,3.0,4.0,7.0,17.0,6.0,9.0,3.0,46.0,26.0,26.0,32.0,25.0,25.0,72.0,37.0,35.0,57.0,41.0,35.0,36.0,26.0,38.0,29.0,25.0,22.0,36.0,26.0,39.0,29.0,25.0,22.0,1.0,1.0,1.02631578947,1.0,1.0,1.0,76.0,44.0,52.0,63.0,50.0,38.0,1.52,1.33333333333,1.2380952381,1.65789473684,1.47058823529,1.35714285714,50.0,33.0,42.0,38.0,34.0,28.0,17.0,323.0,46.0,45.0,1.02222222222,146.0,177.0,49.0,176.0,2.97959183673,1.00568181818,225.0,1.43555555556,18,22,0,1,0
